Complex3309	Complex3308;Protein7590
Complex3311	Complex3307;Protein7591
Complex3307;Protein7592;SmallMolecule4	Complex3311;SmallMolecule2
Protein886;SmallMolecule19	Protein885;SmallMolecule13
Complex3312;SmallMolecule4	Complex3309;SmallMolecule2
Complex3314	Complex3312;Protein7592
Complex3315;SmallMolecule4	Complex3314;SmallMolecule2
Complex3316	Complex3315
Complex3317	Complex3316
Complex3319	Complex3317;Complex3318;Complex892;Protein7599
Complex3320;SmallMolecule422	Complex3319;SmallMolecule793
Complex3318;Complex890;Complex892;PhysicalEntity801;Protein7593;Protein7594;Protein7599	Complex3320
Complex3321	Protein7602;Protein7603;Protein7604
Complex3325;Complex3326	Complex3321;Complex3322;PhysicalEntity804
Protein888;SmallMolecule19	Protein887;SmallMolecule13
Complex3328	Complex3326;Protein135
Complex3331	Complex3074;Complex3328
Complex3332;SmallMolecule494	Complex3331;SmallMolecule493
Complex3336	Complex3332;Complex904
Complex3337;Complex905	Complex3336;Protein7631
Complex3339	Complex3337;Protein7632
Complex3340;SmallMolecule3;SmallMolecule4	Complex3339;SmallMolecule2
Complex3344;Protein3355	Complex3340;Complex3342
Complex3205;Complex3349;Complex3351	Complex3344;Complex3347
Complex3352	Complex3351;Complex80;Protein7660
Protein889	Protein864
Protein135;Protein7585	Complex3353;SmallMolecule495
Complex3292	Protein7585;Protein7586
Complex3354	Complex3292;Complex3352
Complex3355	Complex3354
Complex3357	Complex3355;Complex3356;Complex71;PhysicalEntity807
Complex3078;Complex3292;Complex3334;Complex3338;Complex3362;PhysicalEntity808;Protein7631;Protein7632;Protein7660	Complex3357
Complex3363;SmallMolecule422	Complex3362;SmallMolecule793
Complex3358;PhysicalEntity736	Complex3363
Complex3364	Complex382;Complex904;PhysicalEntity804
Complex3365;SmallMolecule422	Complex3364;SmallMolecule810
Protein895;SmallMolecule4	Protein890;SmallMolecule2
Complex3366	Complex3365;Protein3410
Complex3325;Complex3369	Complex3366;Complex3367
Complex3370	Complex3369;Protein135
Complex3377	Complex3370;Complex3375;Complex3376;Protein1804;Protein7631;Protein7667;Protein990
Complex3378;Protein135	Complex3377;SmallMolecule495
Complex3382;SmallMolecule3;SmallMolecule4	Complex3378;SmallMolecule2
Complex3386	Complex3382;Complex80;Protein7660
Complex3387	Complex3292;Complex3386
Complex3388	Complex3387
Complex3389	Complex3356;Complex3388;Complex71;PhysicalEntity807
Protein901;SmallMolecule4	Protein900;SmallMolecule2
Complex3292;Complex3390;Protein7631;Protein7660	Complex3389
Complex3391;SmallMolecule422	Complex3390;SmallMolecule793
Complex3358;Complex3392	Complex3391
Complex3368;Complex3374;Complex3375;Complex3376;Complex904;Complex939;PhysicalEntity736;PhysicalEntity817;Protein1804;Protein7667;Protein990	Complex3392
Complex3394	Complex3393;PhysicalEntity818
Complex3395;SmallMolecule4	Complex3394;SmallMolecule2
Complex3398	Complex3395;Complex3397;Complex73
Complex3399	Complex3398
Complex3400	Complex3399;Protein3216
Complex3401	Complex3400;Complex80
Protein903;SmallMolecule4	Protein902;SmallMolecule2
Complex80;PhysicalEntity821	Complex3401;SmallMolecule10;SmallMolecule11;SmallMolecule12;SmallMolecule9
PhysicalEntity822;SmallMolecule14;SmallMolecule422	PhysicalEntity821;SmallMolecule2
Complex3403	Complex3402;PhysicalEntity823
Complex3404;SmallMolecule4	Complex3403;SmallMolecule2
Complex3406	Complex3397;Complex3404;Complex73
Complex3407	Complex3406
Complex3408	Complex3407;Protein3216
Complex3401	Complex3408;Complex80
Complex3409	Protein7671;Protein7672
Complex3412	Complex3409;Complex3410;PhysicalEntity825
Protein905;SmallMolecule4	Protein904;SmallMolecule2
Complex3413	Complex3412;Protein3156;Protein7675;Protein7676;Protein7677;Protein7678;Protein7679;Protein7680;Protein7681;Protein7682
Complex3415	Protein3162;Protein3163
Complex3416	Complex3413;Complex3415;Protein7683
Complex3417	Complex1543;Complex3416;Complex80
Complex1543;Complex3255;Complex3418;SmallMolecule4	Complex3417;SmallMolecule2
Complex3423;Complex3427	Complex3418;Protein135
Complex3419;Complex3420;Protein135	Complex3423
Complex3428	Complex3278;Complex3292;Complex3423;Protein7690;Protein7691
Complex3278;Complex3292;Complex3430;Protein7690;Protein7691	Complex3428
Complex3432	Complex3430;Protein7694
Complex62;Protein125;SmallMolecule4	Complex45;SmallMolecule2
Complex3421;Complex3424;PhysicalEntity778;PhysicalEntity804;Protein7694;SmallMolecule422	Complex3432;SmallMolecule793
Protein7695;SmallMolecule515	Protein3394;SmallMolecule514
Protein7698;SmallMolecule515	Protein7697;SmallMolecule514
PhysicalEntity830;SmallMolecule515	PhysicalEntity827;SmallMolecule514
PhysicalEntity836;SmallMolecule515	PhysicalEntity835;SmallMolecule514
PhysicalEntity839;SmallMolecule515	PhysicalEntity838;SmallMolecule514
PhysicalEntity842;SmallMolecule515	PhysicalEntity840;SmallMolecule514
Protein7698;SmallMolecule515	Protein7697;SmallMolecule514
Protein7859;SmallMolecule515	Protein7856;SmallMolecule514
Protein7869;SmallMolecule515	Protein3394;SmallMolecule514
Protein7874;SmallMolecule515	Protein3394;SmallMolecule514
PhysicalEntity845;SmallMolecule515	PhysicalEntity844;SmallMolecule514
PhysicalEntity847;SmallMolecule515	PhysicalEntity838;SmallMolecule514
PhysicalEntity848;SmallMolecule515	PhysicalEntity838;SmallMolecule514
Complex3453;SmallMolecule516	Complex3450;SmallMolecule495
Complex3453;SmallMolecule516	Complex3450;SmallMolecule495
Complex3453;SmallMolecule516	Complex3450;SmallMolecule495
Complex3453;SmallMolecule516	Complex3450;SmallMolecule495
Protein7697;SmallMolecule799	Protein7914
Protein7914;SmallMolecule799	Protein7919
Protein7697;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7922;SmallMolecule590;SmallMolecule591
Protein7922;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7928;SmallMolecule590;SmallMolecule591
Protein7697;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7933;SmallMolecule590;SmallMolecule591
Protein7933;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7942;SmallMolecule590;SmallMolecule591
Protein7933;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7942;SmallMolecule590;SmallMolecule591
Protein7942;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7947;SmallMolecule590;SmallMolecule591
Protein7914;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7919;SmallMolecule590;SmallMolecule591
Protein7919;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7954;SmallMolecule590;SmallMolecule591
Protein7960;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7957;SmallMolecule590;SmallMolecule591
Protein7957;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7967;SmallMolecule590;SmallMolecule591
Protein7697;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7970;SmallMolecule590;SmallMolecule591
Protein7970;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7974;SmallMolecule590;SmallMolecule591
Protein7980;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7979;SmallMolecule590;SmallMolecule591
Protein3394;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7980;SmallMolecule590;SmallMolecule591
Protein3394;SmallMolecule592;SmallMolecule593;SmallMolecule799	Protein7981;SmallMolecule590;SmallMolecule591
Protein7914;SmallMolecule513	Protein7697;SmallMolecule512
Protein7919;SmallMolecule513	Protein7914;SmallMolecule512
Protein7954;SmallMolecule513	Protein7919;SmallMolecule512
Protein7933;SmallMolecule513	Protein7697;SmallMolecule512
Protein7942;SmallMolecule513	Protein7933;SmallMolecule512
Protein7933;SmallMolecule513	Protein7697;SmallMolecule512
Protein7947;SmallMolecule513	Protein7942;SmallMolecule512
Protein7960;SmallMolecule513	Protein7697;SmallMolecule512
Protein7960;SmallMolecule513	Protein7697;SmallMolecule512
Protein7957;SmallMolecule513	Protein7960;SmallMolecule512
Protein7967;SmallMolecule513	Protein7957;SmallMolecule512
Protein7922;SmallMolecule513	Protein7697;SmallMolecule512
Protein7928;SmallMolecule513	Protein7922;SmallMolecule512
Protein8010;SmallMolecule513	Protein7928;SmallMolecule512
Protein8014;SmallMolecule513	Protein7697;SmallMolecule512
Protein8018;SmallMolecule513	Protein8014;SmallMolecule512
Protein8021;SmallMolecule513	Protein8018;SmallMolecule512
Protein7981;SmallMolecule513	Protein3394;SmallMolecule512
Protein7517;SmallMolecule513	Protein7981;SmallMolecule512
Protein8025;SmallMolecule513	Protein7517;SmallMolecule512
Protein8026;SmallMolecule4	Protein3287;SmallMolecule2
Complex3464	Protein3287;Protein8028
Complex606;Protein23	Complex605
Protein8032;SmallMolecule513	Protein7697;SmallMolecule512
Protein8050;SmallMolecule513	Protein8032;SmallMolecule512
Protein8055;SmallMolecule513	Protein8054;SmallMolecule512
Protein8056;SmallMolecule513	Protein3382;SmallMolecule512
Protein8068;SmallMolecule513	Protein7697;SmallMolecule512
Complex3472	Protein3319;Protein7697
Complex3473	Protein7715;Protein8068
Complex3474	Protein4027;Protein7979
Complex623	Complex607;Protein4
Protein7980;SmallMolecule513	Protein3394;SmallMolecule512
Protein8072;SmallMolecule513	Protein7980;SmallMolecule512
PhysicalEntity856;SmallMolecule513	PhysicalEntity855;SmallMolecule512
PhysicalEntity858;SmallMolecule513	PhysicalEntity857;SmallMolecule512
PhysicalEntity853;SmallMolecule513	PhysicalEntity859;SmallMolecule512
PhysicalEntity862;SmallMolecule513	PhysicalEntity860;SmallMolecule512
PhysicalEntity866;SmallMolecule513	PhysicalEntity864;SmallMolecule512
PhysicalEntity870;SmallMolecule513	PhysicalEntity868;SmallMolecule512
PhysicalEntity873;SmallMolecule519	PhysicalEntity872;SmallMolecule495
Complex624	Complex607;Protein5
PhysicalEntity875;SmallMolecule426	PhysicalEntity874;SmallMolecule29
Complex3476	Protein8047;Protein8190
Complex3477	PhysicalEntity876;Protein8190
SmallMolecule19;SmallMolecule20;SmallMolecule812	SmallMolecule13;SmallMolecule166;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule738	SmallMolecule13;SmallMolecule136;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule813	SmallMolecule13;SmallMolecule29;SmallMolecule368
SmallMolecule136;SmallMolecule19;SmallMolecule20	SmallMolecule13;SmallMolecule29;SmallMolecule738
SmallMolecule19;SmallMolecule20;SmallMolecule816	SmallMolecule127;SmallMolecule13;SmallMolecule29
SmallMolecule136;SmallMolecule19;SmallMolecule20	SmallMolecule13;SmallMolecule29;SmallMolecule817
SmallMolecule19;SmallMolecule20;SmallMolecule821	SmallMolecule13;SmallMolecule29;SmallMolecule818
Complex625	Complex607;Protein6
SmallMolecule19;SmallMolecule20;SmallMolecule824	SmallMolecule13;SmallMolecule133;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule825	SmallMolecule13;SmallMolecule135;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule827	SmallMolecule126;SmallMolecule13;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule738	SmallMolecule13;SmallMolecule136;SmallMolecule29
SmallMolecule436;SmallMolecule577;SmallMolecule776	SmallMolecule307;SmallMolecule502;SmallMolecule828
SmallMolecule19;SmallMolecule20;SmallMolecule829	SmallMolecule120;SmallMolecule13;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule830	SmallMolecule13;SmallMolecule132;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule822	SmallMolecule119;SmallMolecule13;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule831	SmallMolecule129;SmallMolecule13;SmallMolecule29
Complex65	Protein125;Protein135
Complex626	Complex607;Protein7
SmallMolecule118;SmallMolecule19;SmallMolecule20	SmallMolecule116;SmallMolecule13;SmallMolecule29
SmallMolecule19;SmallMolecule20;SmallMolecule835	SmallMolecule13;SmallMolecule29;SmallMolecule834
SmallMolecule105;SmallMolecule19;SmallMolecule20	SmallMolecule108;SmallMolecule13;SmallMolecule29
PhysicalEntity878;SmallMolecule19;SmallMolecule20	PhysicalEntity877;SmallMolecule13;SmallMolecule29
Complex3501	Complex2022;Protein8265
Complex3502	Complex739;Protein8266
Complex3503	Complex3502;Protein1286
Complex3504;Complex739;SmallMolecule19;SmallMolecule20	Complex3503;SmallMolecule13;SmallMolecule29
Complex628	Complex627;Protein8
Protein1286	Complex3504
SmallMolecule116;SmallMolecule812	SmallMolecule118;SmallMolecule166
SmallMolecule23;SmallMolecule812	SmallMolecule166;SmallMolecule24
SmallMolecule118;SmallMolecule138;SmallMolecule166;SmallMolecule24	SmallMolecule116;SmallMolecule23;SmallMolecule28;SmallMolecule812
SmallMolecule22;SmallMolecule24;SmallMolecule25	SmallMolecule18;SmallMolecule21;SmallMolecule23
SmallMolecule18;SmallMolecule21;SmallMolecule836	SmallMolecule163;SmallMolecule164;SmallMolecule24
SmallMolecule25;SmallMolecule838	SmallMolecule18;SmallMolecule837
SmallMolecule138;SmallMolecule24	SmallMolecule23;SmallMolecule28
SmallMolecule28;SmallMolecule839	SmallMolecule228;SmallMolecule24
SmallMolecule28;SmallMolecule836	SmallMolecule24;SmallMolecule840
PhysicalEntity44;Protein23	PhysicalEntity43
SmallMolecule28;SmallMolecule841	SmallMolecule229;SmallMolecule24
SmallMolecule116;SmallMolecule24	SmallMolecule118;SmallMolecule23
SmallMolecule116;SmallMolecule21;SmallMolecule24	SmallMolecule118;SmallMolecule22;SmallMolecule23
SmallMolecule118;SmallMolecule22	SmallMolecule116;SmallMolecule21
SmallMolecule28;SmallMolecule371	SmallMolecule138;SmallMolecule165
SmallMolecule116;SmallMolecule812	SmallMolecule118;SmallMolecule166
SmallMolecule116	SmallMolecule118
SmallMolecule211	SmallMolecule167
SmallMolecule24;SmallMolecule842	SmallMolecule23;SmallMolecule367
SmallMolecule20;SmallMolecule24	SmallMolecule156;SmallMolecule23
Complex656	Complex651;Protein4
SmallMolecule20;SmallMolecule24	SmallMolecule156;SmallMolecule23
SmallMolecule28;SmallMolecule725	SmallMolecule148;SmallMolecule843
SmallMolecule317;SmallMolecule544	SmallMolecule300;SmallMolecule545
SmallMolecule187	SmallMolecule190
SmallMolecule24;SmallMolecule846	SmallMolecule23;SmallMolecule844
SmallMolecule141	SmallMolecule38
SmallMolecule141	SmallMolecule38
SmallMolecule38	SmallMolecule141
Complex3510	Complex3507;SmallMolecule13
Complex657	Complex651;Protein5
Complex3507;SmallMolecule13	Complex3510
SmallMolecule19;SmallMolecule277	SmallMolecule13;SmallMolecule141
SmallMolecule20;SmallMolecule275	SmallMolecule276;SmallMolecule277
SmallMolecule276;SmallMolecule850	SmallMolecule274;SmallMolecule275
SmallMolecule276;SmallMolecule850	SmallMolecule274;SmallMolecule275
Complex658	Complex651;Protein6
SmallMolecule276;SmallMolecule850	SmallMolecule274;SmallMolecule275
SmallMolecule38	SmallMolecule850
SmallMolecule141	SmallMolecule38
SmallMolecule141	SmallMolecule38
SmallMolecule141;SmallMolecule24	SmallMolecule23;SmallMolecule38
SmallMolecule24;SmallMolecule857	SmallMolecule23;SmallMolecule855
SmallMolecule24;SmallMolecule860	SmallMolecule23;SmallMolecule859
SmallMolecule24;SmallMolecule863	SmallMolecule23;SmallMolecule861
Complex659	Complex651;Protein7
SmallMolecule28;SmallMolecule860	SmallMolecule138;SmallMolecule859
SmallMolecule24;SmallMolecule866	SmallMolecule23;SmallMolecule865
SmallMolecule24;SmallMolecule371	SmallMolecule165;SmallMolecule23
SmallMolecule24;SmallMolecule371	SmallMolecule165;SmallMolecule23
SmallMolecule24;SmallMolecule870	SmallMolecule23;SmallMolecule867
SmallMolecule24;SmallMolecule872	SmallMolecule23;SmallMolecule869
SmallMolecule24;SmallMolecule871	SmallMolecule23;SmallMolecule868
SmallMolecule28;SmallMolecule881	SmallMolecule138;SmallMolecule873
SmallMolecule28;SmallMolecule889	SmallMolecule138;SmallMolecule143
SmallMolecule893;SmallMolecule897	SmallMolecule28;SmallMolecule892
Complex661	Complex660;Protein8
SmallMolecule209;SmallMolecule28	SmallMolecule138;SmallMolecule140
SmallMolecule898	SmallMolecule210
SmallMolecule140	SmallMolecule209
SmallMolecule203	SmallMolecule36
SmallMolecule900	SmallMolecule36
SmallMolecule901	SmallMolecule36
SmallMolecule902	SmallMolecule36
SmallMolecule903	SmallMolecule36
SmallMolecule903	SmallMolecule36
SmallMolecule902	SmallMolecule36
Complex10;Protein940	Complex661
SmallMolecule36	SmallMolecule203
SmallMolecule36	SmallMolecule203
SmallMolecule36	SmallMolecule203
SmallMolecule36	SmallMolecule904
SmallMolecule36	SmallMolecule203
SmallMolecule36	SmallMolecule203
SmallMolecule453	SmallMolecule611
SmallMolecule272	SmallMolecule622
SmallMolecule116;SmallMolecule24;SmallMolecule667	SmallMolecule118;SmallMolecule23;SmallMolecule689
SmallMolecule905	SmallMolecule225
Protein945;Protein950	Protein940
SmallMolecule24;SmallMolecule905	SmallMolecule225;SmallMolecule23
SmallMolecule24;SmallMolecule906	SmallMolecule226;SmallMolecule23
SmallMolecule24;SmallMolecule356	SmallMolecule23;SmallMolecule765
SmallMolecule116;SmallMolecule24;SmallMolecule354	SmallMolecule118;SmallMolecule201;SmallMolecule23
SmallMolecule116;SmallMolecule24;SmallMolecule553	SmallMolecule118;SmallMolecule202;SmallMolecule23
SmallMolecule116;SmallMolecule24;SmallMolecule916	SmallMolecule118;SmallMolecule212;SmallMolecule23
SmallMolecule918	SmallMolecule917
SmallMolecule768	SmallMolecule142
SmallMolecule28;SmallMolecule768	SmallMolecule138;SmallMolecule142
Complex66	Complex65
Protein957	Protein945
SmallMolecule138;SmallMolecule142	SmallMolecule28;SmallMolecule768
SmallMolecule138;SmallMolecule142	SmallMolecule28;SmallMolecule768
SmallMolecule28;SmallMolecule768	SmallMolecule138;SmallMolecule142
SmallMolecule916	SmallMolecule212
Complex665;Complex666	Complex664;Protein957
SmallMolecule24;SmallMolecule948	SmallMolecule23;SmallMolecule947
SmallMolecule24;SmallMolecule949	SmallMolecule162;SmallMolecule23
SmallMolecule138;SmallMolecule950	SmallMolecule159;SmallMolecule28
SmallMolecule956;SmallMolecule959	SmallMolecule364;SmallMolecule953
SmallMolecule959;SmallMolecule963	SmallMolecule364;SmallMolecule960
SmallMolecule144;SmallMolecule854	SmallMolecule157;SmallMolecule158
SmallMolecule24;SmallMolecule970	SmallMolecule23;SmallMolecule966
SmallMolecule24;SmallMolecule979	SmallMolecule23;SmallMolecule973
SmallMolecule24;SmallMolecule984	SmallMolecule23;SmallMolecule981
SmallMolecule24;SmallMolecule986	SmallMolecule23;SmallMolecule985
Complex667	Complex666;Protein983;Protein988;Protein990;Protein991
SmallMolecule1011	SmallMolecule191
SmallMolecule378;SmallMolecule579	SmallMolecule192;SmallMolecule193
Complex668	Complex667;Dna2
SmallMolecule1012;SmallMolecule581	SmallMolecule194;SmallMolecule197
SmallMolecule377;SmallMolecule581	SmallMolecule197;SmallMolecule198
SmallMolecule376	SmallMolecule1013
SmallMolecule1014	SmallMolecule403
SmallMolecule377	SmallMolecule198
SmallMolecule1015	SmallMolecule199
SmallMolecule1016;SmallMolecule363	SmallMolecule198;SmallMolecule358
SmallMolecule1018;SmallMolecule581	SmallMolecule1017;SmallMolecule197
SmallMolecule1021;SmallMolecule580	SmallMolecule1020;SmallMolecule389
Protein992	Dna2
Complex3522	PhysicalEntity880;SmallMolecule816
Protein1319;SmallMolecule1036	Complex3523
Protein1319;SmallMolecule1039	Complex746
Protein1319;SmallMolecule1039	Complex746
SmallMolecule29	SmallMolecule287
Complex669	Complex667;Dna3
SmallMolecule287	SmallMolecule29
SmallMolecule748	SmallMolecule1063
SmallMolecule1063	SmallMolecule748
SmallMolecule918	SmallMolecule917
SmallMolecule917	SmallMolecule918
Complex3540	Protein1318;Protein8490
Complex3543	Complex3540;Complex3541
Complex3544;SmallMolecule39	Complex3543;SmallMolecule40
Protein993	Dna3
Complex2654;Complex3542	Complex3545
Complex3547	Complex2654;Complex3546
SmallMolecule421;SmallMolecule479	SmallMolecule13
Complex3548;Protein7282	Complex2968;SmallMolecule479
SmallMolecule29	SmallMolecule287
SmallMolecule29	SmallMolecule287
SmallMolecule287	SmallMolecule29
SmallMolecule287	SmallMolecule29
Complex670	Complex667;Dna4
SmallMolecule287	SmallMolecule29
SmallMolecule1063	SmallMolecule748
SmallMolecule748	SmallMolecule1063
SmallMolecule140	SmallMolecule1065;SmallMolecule1066
SmallMolecule1066;SmallMolecule287	SmallMolecule138;SmallMolecule139;SmallMolecule140
SmallMolecule210;SmallMolecule287	SmallMolecule138;SmallMolecule139;SmallMolecule140
Complex3554	Protein7098;SmallMolecule1066
SmallMolecule438	SmallMolecule1068
SmallMolecule1069;SmallMolecule1070;SmallMolecule209;SmallMolecule29;SmallMolecule365	SmallMolecule104;SmallMolecule293;SmallMolecule436
SmallMolecule1071	SmallMolecule436
Protein994	Dna4
SmallMolecule1071;SmallMolecule19;SmallMolecule20	SmallMolecule13;SmallMolecule29;SmallMolecule436
Complex3557	Complex3554;Complex3556
Complex3558	Complex3557
SmallMolecule19;SmallMolecule20;SmallMolecule429	SmallMolecule13;SmallMolecule28;SmallMolecule29
Complex3569;SmallMolecule1073	Complex3558
SmallMolecule1075	SmallMolecule1073;SmallMolecule1074
SmallMolecule209	SmallMolecule1075
Complex3570	Complex3569
Complex3556;Protein7098	Complex3570
Complex671	Complex667;Dna8
SmallMolecule1076	SmallMolecule209;SmallMolecule28;SmallMolecule293
Complex3573	Complex3572;SmallMolecule210
Complex3574	Complex3573;Protein8576
Complex3575;SmallMolecule898	Complex3574
SmallMolecule19;SmallMolecule20;SmallMolecule611	SmallMolecule13;SmallMolecule29;SmallMolecule453
SmallMolecule1078;SmallMolecule19;SmallMolecule20	SmallMolecule13;SmallMolecule29;SmallMolecule453
SmallMolecule163;SmallMolecule19;SmallMolecule20	SmallMolecule13;SmallMolecule18;SmallMolecule29
SmallMolecule138;SmallMolecule19;SmallMolecule20;SmallMolecule21	SmallMolecule13;SmallMolecule22;SmallMolecule28;SmallMolecule29
SmallMolecule1083;SmallMolecule19;SmallMolecule20	SmallMolecule1080;SmallMolecule13;SmallMolecule29
SmallMolecule1080;SmallMolecule19;SmallMolecule20	SmallMolecule1083;SmallMolecule13;SmallMolecule29
Protein8	Complex66
Protein998	Dna8
SmallMolecule1087;SmallMolecule19;SmallMolecule20	SmallMolecule1086;SmallMolecule13;SmallMolecule29
Complex3580	Complex3579;SmallMolecule1088
SmallMolecule1089;SmallMolecule19;SmallMolecule20	SmallMolecule13;SmallMolecule29;SmallMolecule311
SmallMolecule1091;SmallMolecule19;SmallMolecule20	SmallMolecule1090;SmallMolecule13;SmallMolecule29
SmallMolecule18;SmallMolecule21;SmallMolecule24	SmallMolecule22;SmallMolecule23;SmallMolecule25
SmallMolecule116	SmallMolecule118
SmallMolecule116	SmallMolecule118
SmallMolecule116	SmallMolecule118
SmallMolecule24	SmallMolecule23
Complex673	Complex667;Complex672
SmallMolecule24	SmallMolecule23
Complex3602;SmallMolecule1094;SmallMolecule19	Complex3601;Protein8;SmallMolecule13
SmallMolecule118	SmallMolecule116
SmallMolecule18	SmallMolecule1095
SmallMolecule23	SmallMolecule24
SmallMolecule118	SmallMolecule116
SmallMolecule116;SmallMolecule229	SmallMolecule1097;SmallMolecule28
SmallMolecule116;SmallMolecule429	SmallMolecule1098;SmallMolecule28
SmallMolecule116;SmallMolecule148	SmallMolecule1099;SmallMolecule28
Complex672;Complex674;Protein1001;Protein983;Protein988;Protein990;Protein991;SmallMolecule4	Complex673;SmallMolecule2
SmallMolecule118	SmallMolecule116
SmallMolecule118	SmallMolecule116
SmallMolecule118	SmallMolecule116
SmallMolecule812	SmallMolecule166
SmallMolecule1100;SmallMolecule276	SmallMolecule20;SmallMolecule24
SmallMolecule157	SmallMolecule854
SmallMolecule138;SmallMolecule24	SmallMolecule23;SmallMolecule28
SmallMolecule1104;SmallMolecule501	SmallMolecule1101;SmallMolecule321
SmallMolecule1108;SmallMolecule138	SmallMolecule1107;SmallMolecule23
SmallMolecule18	SmallMolecule25
SmallMolecule24	SmallMolecule23
SmallMolecule766	SmallMolecule421
SmallMolecule1109	SmallMolecule272
SmallMolecule578	SmallMolecule272
SmallMolecule272	SmallMolecule622
SmallMolecule272	SmallMolecule622
SmallMolecule272	SmallMolecule622
Complex681	Complex676;Protein4
Protein8767	Protein8766
Protein8775	Protein8767
Protein8776	Protein8767
Complex3616	Protein8776;Protein8777
Protein8780;Protein8781;Protein8782;Protein8783	Protein1286;Protein7286;Protein7287;Protein8778;Protein8779
Complex3617	Protein8780;Protein8781;Protein8782;Protein8783;Protein8784
Complex3618	Complex3617;Protein8785
Complex3620	Complex3618;Complex3619
Complex682	Complex676;Protein5
Protein8794;Protein950	Protein23
Protein8795;Protein8796	Protein32
Protein8797;Protein8798	Protein36
Protein8799;Protein8800	Protein41
Complex3623	Protein8801;Protein8802
Complex3624	Complex2258;Protein8803
Complex3625	Complex3623;Complex3624;Protein8804;Protein8805
Complex3626;Complex3627;Protein8801	Complex3625
Complex3628	Protein8804;Protein8808;Protein8809
Complex3629	Protein8804;Protein8812;Protein8815
Complex683	Complex676;Protein6
Complex3650	Complex3647;Complex3648;Complex3649
Complex3647;SmallMolecule39	Complex3652;SmallMolecule40
Complex3648;Complex3649;Complex3652;SmallMolecule20	Complex3650
Complex3655	Complex3650;Complex3653;Complex3654
Complex3657	Complex3655;Complex3656;Protein8860
Complex684	Complex676;Protein7
Complex3653;Complex3654;Complex3658;Protein8853;SmallMolecule20	Complex3657
Complex3673	Complex3658;Complex3671;Complex3672
Complex3674;SmallMolecule39	Complex3673;SmallMolecule40
Complex3678	Complex3674;Complex3676;Complex3677
Complex3656;Complex3672;Complex3680;Complex3681;Protein8931;Protein8936	Complex3678
Complex3676;Complex3677;Complex3683;Complex3699	Complex3680;Complex3682
Protein8848;SmallMolecule20	Protein8931;SmallMolecule29
Complex3702	Complex3699;Complex3701;Protein8992
Complex3701;Protein8938;Protein8941;Protein8942;Protein8943;Protein8982;Protein8992;SmallMolecule20	Complex3702;SmallMolecule13
Complex3703	Complex3681;Protein8997
Complex686	Complex685;Protein8
Complex3671;Protein8997	Complex3703
Complex3704	Complex3677;Complex3681;Protein8998
Complex3706	Complex3704;Complex3705
Complex3707;SmallMolecule19	Complex3706;SmallMolecule13
Complex3712	Complex3707;Complex3709
Complex3721	Complex3712;Complex3713;Complex3719;PhysicalEntity898;Protein8984;Protein9017;Protein9026
Complex3705;Complex3722;Protein8998;Protein9017	Complex3721
Complex3739	Complex3722;Complex3736
Complex3736;Complex3743	Complex3739;Complex3740;Complex3741;Complex3742;Protein9095
Complex3764	Complex3743;Complex3760
PhysicalEntity46;Protein940	PhysicalEntity45
Complex3671;Complex3677;Complex3709;Complex3719;Complex3740;Complex3741;Complex3742;Complex3754;Complex3765;PhysicalEntity900;Protein9026;Protein9095	Complex3764
Complex3766	Complex3701;Complex3765;Protein8992
Protein9097;Protein9101;Protein9127;Protein9128;Protein9129;Protein9130;SmallMolecule20	Complex3766;SmallMolecule13
Complex3768	Complex3767;Protein9132
Complex3767;SmallMolecule425	Complex3770;SmallMolecule191
Complex3773	Complex3768;Complex3772
Complex3781	Complex3773;Complex3775
Complex3784	Complex3782;Complex3783
Complex3786;SmallMolecule39	Complex3784;SmallMolecule40
Complex3792	Complex3781;Complex3786;Complex3788;Complex3789;Complex3790;Complex3791
Complex27;Protein36	Complex25
Protein151;SmallMolecule4	Protein49;SmallMolecule2
Complex3781;Complex3782;Complex3783;Complex3790;Complex3791;Complex3795;Protein9172	Complex3792
Complex3796	Complex3701;Complex3795;Protein8992
