#Tail	Head	PosReg	NegReg	ID
None	pid_169610	pid_169101	pid_169616;pid_169104	pid_169609
pid_5198	pid_5152	pid_5064	None	pid_5617
pid_68568	pid_68569	pid_8531	None	pid_68567
pid_31999	pid_3125;pid_31993	pid_31742	None	pid_32065
pid_116663	pid_85191	pid_116670;pid_116667	None	pid_116662
pid_34103	pid_34109	None	None	pid_34102
None	pid_146225	pid_52424	None	pid_146224
pid_27974;pid_3114	pid_28446;pid_3119	pid_3395	None	pid_119149
None	pid_8033	pid_72906	None	pid_73688
pid_35546;pid_36809;pid_58159;pid_58741	pid_58746;pid_58752	None	pid_58765	pid_58740
None	pid_27722	pid_160367	None	pid_0160366
pid_128172	pid_128176	pid_128396	None	pid_128549
pid_4928	pid_4936	pid_173154;pid_172974	pid_173105;pid_173211	pid_173204
pid_128542	pid_128497	pid_28446	None	pid_128541
pid_33796	pid_33783	pid_80794	None	pid_80907
pid_106903;pid_107199	pid_107202	None	None	pid_107198
pid_60115;pid_99679	pid_99681	None	None	pid_99678
pid_14308	pid_14047	pid_72068	None	pid_72081
pid_30930;pid_3114	pid_30781;pid_3119	pid_72006	None	pid_72086
pid_34603	pid_34605	pid_34579	None	pid_34602
pid_29042	pid_29042	None	pid_29209	pid_29206
pid_8648	pid_8531	pid_8633	None	pid_8654
None	pid_82509	None	pid_48142	pid_82508
None	pid_82053	pid_82057;pid_72981	pid_48307	pid_82052
pid_24893;pid_60456	pid_62309	None	None	pid_62398
pid_50538;pid_58159;pid_58292	pid_58296	None	None	pid_58291
pid_22119	pid_133710	pid_121434	None	pid_133709
pid_4928	pid_4936	pid_9559;pid_27010	None	pid_158467
pid_52344	pid_102326	pid_13893	None	pid_133702
pid_109481;pid_9649	pid_109573	None	None	pid_109849
pid_81051	pid_80779	pid_128322	None	pid_128414
pid_131965;pid_131968;pid_3114	pid_131965;pid_131974;pid_3119;pid_33703	None	None	pid_131964
pid_4928	pid_4936	pid_96288	None	pid_96284
None	pid_15760	None	pid_44711	pid_044743
pid_97993	pid_97971	pid_77640	None	pid_98171
pid_40816;pid_41132	pid_40954	None	None	pid_41131
pid_14471	pid_14519;pid_3125	pid_14738;pid_12411	pid_14678	pid_14733
None	pid_94042	pid_94049	None	pid_094048
pid_104750	pid_104751	pid_104712	None	pid_104749
pid_48161;pid_48413;pid_48416;pid_48419	pid_48259	None	None	pid_48412
pid_31672	pid_109566	pid_109463	None	pid_109595
pid_21728	pid_21731	pid_21561	None	pid_21759
pid_7422;pid_7734	pid_7375	None	None	pid_7962
pid_123746;pid_123763;pid_123778	pid_123783	None	None	pid_123777
pid_5715	pid_61866	pid_61895	None	pid_62179
None	pid_7435	pid_7970	None	pid_7968
pid_4935	pid_62106	pid_9559	None	pid_62170
None	pid_33055	pid_162095	None	pid_162156
pid_53453;pid_53671	pid_53579	None	None	pid_53670
None	pid_34208	pid_27808	None	pid_034210
pid_5591	pid_24952	pid_9317	None	pid_53678
None	pid_5603	pid_91995	None	pid_0135055
None	pid_16035	pid_163405	None	pid_163403
pid_166725;pid_72981	pid_166705	None	None	pid_166924
pid_110924	pid_110901;pid_5721	pid_110778	None	pid_110923
None	pid_10409	pid_106442	None	pid_0106441
None	pid_171837	pid_49416;pid_7523;pid_30749	None	pid_171836
pid_85977;pid_86105	pid_86373	None	None	pid_86372
None	pid_82868	pid_89195	None	pid_89193
pid_22119	pid_21812	pid_55621;pid_55855	None	pid_55850
pid_142621	pid_142417	pid_141984;pid_84221	None	pid_142620
pid_167530;pid_3114	pid_167536;pid_3119	pid_167545	None	pid_167529
pid_92153	pid_16000	pid_135230	None	pid_135226
None	pid_140262	pid_140311	None	pid_140846
None	pid_34750	pid_100540	None	pid_0143669
None	pid_16880	pid_57904	None	pid_057903
None	pid_130941	pid_72981;pid_130906;pid_87980	None	pid_130940
None	pid_53620	pid_50980	None	pid_053622
pid_135135	pid_16000	pid_135141	pid_38611;pid_135145	pid_135134
None	pid_73323	pid_64566	None	pid_141715
None	pid_38604	pid_64566	None	pid_141710
pid_20204	pid_20081	pid_20299	None	pid_20407
None	pid_48970	pid_166661	None	pid_166659
pid_149324;pid_49683	pid_149526	None	None	pid_149525
pid_102516	pid_172565	pid_4952;pid_172570	pid_37981	pid_172564
pid_36382;pid_9357	pid_36425	None	None	pid_36514
pid_4852	pid_55286	pid_159907	None	pid_159903
None	pid_15760	None	pid_20640	pid_020639
pid_40919;pid_7404	pid_40925	None	None	pid_40918
pid_30676	pid_50638	pid_50643;pid_50647	None	pid_50637
None	pid_112201	pid_112051	None	pid_0112203
pid_29023;pid_71302	pid_71311;pid_71312	None	None	pid_71301
pid_79757	pid_79760	pid_3110	None	pid_160176
pid_93837	pid_94197	pid_94202	None	pid_94196
None	pid_24642	pid_24645	None	pid_024644
pid_9871	pid_9793	pid_49397	None	pid_49421
pid_145424;pid_164704	pid_164612	None	None	pid_164875
pid_143476;pid_143479;pid_143571;pid_34634	pid_143473	None	None	pid_143570
pid_6610	pid_90855;pid_90858	pid_86637	None	pid_90854
pid_58315;pid_65702;pid_65707	pid_65710	None	None	pid_65701
None	pid_28207	pid_154559	None	pid_0154558
pid_5713	pid_4952	pid_160470	None	pid_160715
pid_41172;pid_94776	pid_94786	None	None	pid_94775
pid_146460;pid_163406	pid_163800	None	None	pid_163799
None	pid_9822	pid_141400	None	pid_0141399
pid_175039	pid_175042	pid_42261;pid_33769	None	pid_175038
pid_21554	pid_21607	pid_8732	None	pid_22134
pid_61877	pid_154527	pid_26307	None	pid_154659
None	pid_12768	pid_12912	None	pid_013041
pid_16000	pid_135391	pid_16234	None	pid_135390
pid_79908	pid_79937	pid_80025	None	pid_80021
pid_80752	pid_80754	pid_9379	None	pid_80751
None	pid_84579	pid_84583	pid_85058	pid_85055
None	pid_29342	pid_29164;pid_55621	None	pid_55665
pid_3114;pid_75067	pid_3119;pid_39414	pid_134453;pid_9108	None	pid_134446
pid_122195	pid_134916	pid_73440;pid_134921	None	pid_134915
pid_155136;pid_155141	pid_155146	None	None	pid_155135
pid_41455;pid_68487	pid_68488;pid_68493	pid_4986	None	pid_68486
None	pid_41416	pid_41451	None	pid_041450
pid_20534	pid_21526	pid_21777	None	pid_22057
None	pid_70593	pid_29342;pid_910;pid_39828	pid_70880;pid_70755	pid_70874
pid_24915;pid_59172	pid_164385	None	None	pid_164384
pid_13916;pid_13928;pid_13936	pid_13939;pid_13944	pid_13953	None	pid_13927
None	pid_82889	pid_48161	None	pid_82888
pid_105820;pid_105867	pid_105909	pid_105838	None	pid_105908
None	pid_5402	pid_7834;pid_16696;pid_15955	None	pid_16694
None	pid_16346	pid_15955	None	pid_16345
pid_24823;pid_3464;pid_59180	pid_75159	None	None	pid_75158
pid_118391;pid_118598;pid_7892	pid_118601	None	None	pid_118597
None	pid_16520	pid_73138;pid_73076;pid_72981	pid_73150	pid_73356
None	pid_153197	None	pid_153078	pid_0153199
pid_30875;pid_34138	pid_96457	pid_3464	None	pid_96456
pid_25011;pid_3114	pid_24893;pid_3119	pid_161455	None	pid_161449
pid_147472	pid_147475	pid_9379	pid_9316	pid_147471
pid_115049;pid_164600;pid_99679	pid_164652	None	None	pid_164651
pid_49659	pid_161441	None	pid_161393	pid_161440
pid_163361;pid_164125	pid_163786	None	None	pid_164124
None	pid_16000	pid_15968	None	pid_16529
pid_18769	pid_18772	pid_18304	pid_18314	pid_18768
pid_148342;pid_22260	pid_148494	None	None	pid_148590
None	pid_40083	pid_40035	None	pid_040085
None	pid_28943	None	pid_28946	pid_028945
pid_18433;pid_18690	pid_18248;pid_18583	None	None	pid_18760
pid_100448;pid_21284	pid_148600	None	None	pid_148599
None	pid_16880	pid_71403	None	pid_071402
None	pid_20498	pid_143240	None	pid_0143239
None	pid_84579	pid_84583	pid_165840	pid_165837
None	pid_21554	pid_18162	None	pid_162380
None	pid_33013	pid_121456;pid_162386;pid_18162	None	pid_162384
pid_60349	pid_172366	pid_172021	None	pid_172365
None	pid_73959	pid_48161	None	pid_83222
None	pid_83228	pid_44102;pid_48259	None	pid_83227
None	pid_84579	pid_84907;pid_84583	pid_36473	pid_84904
pid_4971	pid_4833;pid_5421	pid_4936	None	pid_5420
pid_79012	pid_79012	pid_78871	None	pid_79011
pid_99348;pid_99650	pid_126918	None	None	pid_145524
pid_148385;pid_92258	pid_148735	None	None	pid_148734
pid_27974	pid_30778	pid_103119	None	pid_103197
None	pid_73697	pid_87900	None	pid_88119
pid_20927	pid_20935	pid_20974	None	pid_21237
pid_171556;pid_49416	pid_171559;pid_171563	pid_171444	None	pid_171555
pid_26249	pid_26234;pid_26265;pid_26269;pid_26270	pid_20299	None	pid_26248
pid_174077;pid_174085	pid_126232;pid_173900;pid_174089	None	None	pid_174076
None	pid_88015	pid_73697	pid_87980	pid_88014
pid_33496	pid_33505;pid_33510;pid_33515	pid_24939	None	pid_33495
pid_5716	pid_9562	pid_158616	None	pid_158612
pid_128151;pid_128157	pid_128160	None	None	pid_128150
pid_18299	pid_18300	None	None	pid_39464
pid_9802	pid_11799;pid_9379	pid_39336	pid_9337	pid_39467
pid_34147	pid_34149	pid_34154	None	pid_34146
pid_9522	pid_9525	pid_39409	None	pid_39460
pid_14437;pid_3114	pid_14444;pid_3119	None	None	pid_14693
pid_41063	pid_40815;pid_41093	pid_40987	None	pid_41092
pid_11903	pid_39400	pid_31152	None	pid_39399
pid_172093	pid_172101;pid_172102	None	None	pid_172092
pid_44803	pid_44711	pid_108862;pid_108852	None	pid_108858
None	pid_73220	pid_72906;pid_73163	None	pid_73219
pid_5366	pid_108852	pid_4936	None	pid_108851
None	pid_16407	pid_917;pid_72906	None	pid_73212
pid_28118	pid_28233	pid_26307	None	pid_154777
pid_33608	pid_102143	pid_33638	None	pid_140124
pid_21554;pid_21583	pid_21584	None	None	pid_21582
pid_27974;pid_3114	pid_28446;pid_3119	pid_119093	None	pid_119087
pid_140130;pid_14791	pid_139938	None	None	pid_140129
pid_18834	pid_18248;pid_18753;pid_4877	None	None	pid_18833
pid_90343	pid_90058	pid_89906	None	pid_90342
None	pid_1543	pid_77739	None	pid_077761
pid_5710;pid_66881	pid_66888	None	None	pid_66880
pid_42776;pid_9120	pid_42649	None	None	pid_42775
None	pid_94251	pid_94255	None	pid_094254
None	pid_94251	pid_93940	None	pid_094257
pid_36488	pid_45207	pid_45213	pid_38653	pid_45206
pid_14437;pid_3114	pid_14471;pid_3119	pid_14479	None	pid_14470
pid_52330	pid_41339	pid_28233	None	pid_154611
pid_28446;pid_3349	pid_119335	None	None	pid_119334
pid_58179	pid_58181	pid_58197	pid_58204	pid_58178
pid_173121	pid_173412	pid_4936	None	pid_173411
pid_21284	pid_21285	pid_9525	None	pid_112195
None	pid_38691	pid_6628;pid_15974;pid_94827	pid_94950	pid_94945
pid_20188	pid_20050;pid_20199;pid_20204;pid_20211	pid_20218	None	pid_20187
pid_24893;pid_3119	pid_25011;pid_3114	pid_170213;pid_170196	None	pid_170206
pid_3114;pid_9157	pid_3119;pid_31819	pid_160934	None	pid_160928
pid_61472	pid_61724	pid_35720	None	pid_61838
None	pid_92277	pid_153100	None	pid_0153392
None	pid_9270	pid_9273	None	pid_09272
None	pid_122585	pid_122588;pid_122592;pid_122076	None	pid_122584
None	pid_58432	None	pid_48142	pid_82310
None	pid_82317	None	pid_48142	pid_82316
pid_9871	pid_9793	pid_30702	None	pid_30917
pid_35435;pid_9101	pid_20229;pid_34848	pid_34579	None	pid_35434
None	pid_12889	pid_141446	None	pid_141527
None	pid_106110	pid_105948	None	pid_0106112
pid_47719;pid_47932	pid_47648	None	None	pid_47931
pid_82170	pid_102372	pid_115829	None	pid_131405
None	pid_22765	pid_22768	None	pid_022767
None	pid_9822	pid_165141	None	pid_0165140
pid_28446	pid_27974;pid_3125	pid_119084	None	pid_119079
pid_109972;pid_16174	pid_110000	pid_910	None	pid_110049
None	pid_49627	pid_160470	None	pid_0160469
pid_106397;pid_135497;pid_135793	pid_135496;pid_135512	None	None	pid_135891
pid_135681	pid_135576	None	None	pid_135898
pid_4928	pid_4936	pid_123027	pid_123016	pid_123180
None	pid_55829	pid_115773	None	pid_0116209
pid_122940;pid_123068;pid_123070;pid_123133	pid_122871	None	None	pid_123187
pid_53532;pid_53533	pid_53540	None	None	pid_53531
pid_55748	pid_22522;pid_74146	pid_42127;pid_74153	None	pid_74145
pid_116621;pid_64120;pid_64128	pid_127246	None	None	pid_127280
None	pid_15760	None	pid_55616	pid_061407
pid_163370;pid_21284	pid_163371	None	None	pid_163369
None	pid_16319	pid_73085;pid_134950	None	pid_135099
pid_110286;pid_12798	pid_110598	None	None	pid_110597
pid_110261;pid_96186	pid_110286	None	None	pid_110592
pid_3119;pid_5653	pid_3114;pid_47482	pid_109467	None	pid_109629
pid_22008	pid_78802	None	None	pid_78827
None	pid_146273	pid_146277	None	pid_146272
pid_86025	pid_86079	pid_86325;pid_86047	None	pid_86413
pid_115702;pid_168714	pid_168364	None	pid_49609	pid_168713
pid_132269	pid_132273;pid_132274	None	None	pid_132268
pid_94538	pid_94570	None	None	pid_94569
None	pid_82088	pid_74944;pid_172591	None	pid_172951
pid_14444;pid_27033;pid_81005	pid_167191	None	None	pid_167267
pid_145062	pid_145035	pid_45194	None	pid_145061
None	pid_172959	pid_172430;pid_74944	None	pid_172958
pid_83503	pid_4936	pid_160808	None	pid_161147
None	pid_148267	pid_148454;pid_163924	None	pid_164148
pid_25011;pid_3114	pid_24893;pid_3119	pid_118999	None	pid_161633
pid_161013;pid_47719	pid_161037	None	None	pid_161142
None	pid_36185	pid_118447	None	pid_0118612
None	pid_16035	pid_94961;pid_47267;pid_94850	pid_94907	pid_95162
pid_164470;pid_59172	pid_164472	pid_164480;pid_13913	None	pid_164469
pid_120522	pid_120529	None	None	pid_120521
pid_48161;pid_48277;pid_48280;pid_48281;pid_48282;pid_48283;pid_48284;pid_48285	pid_48200	None	None	pid_48276
pid_18593	pid_18594	pid_18602	None	pid_18592
None	pid_16754	pid_15955	None	pid_16753
pid_88626;pid_98467	pid_98324;pid_98471	None	None	pid_98466
pid_30706;pid_60149	pid_127070	None	None	pid_127069
None	pid_16760	pid_15955	None	pid_16759
pid_40311;pid_60149	pid_126853	None	None	pid_126852
pid_25011	pid_24893	pid_85219	None	pid_85263
None	pid_134553	pid_134384	None	pid_0134555
pid_142388	pid_142032	pid_141969	None	pid_142387
pid_9635	pid_9534	pid_9639	None	pid_9634
pid_3114;pid_3121	pid_3110;pid_3119	pid_3496	None	pid_3490
None	pid_29342	pid_148927	None	pid_148925
pid_52588	pid_52591	pid_28446	None	pid_52587
pid_65964	pid_18819	pid_143038	None	pid_143034
pid_5715	pid_9559	pid_158537;pid_113918	None	pid_159137
None	pid_30745	None	pid_94850	pid_95389
pid_125835	pid_158881	pid_159110	None	pid_159131
pid_79413;pid_79662	pid_79668	None	None	pid_79661
None	pid_171781	pid_49416	None	pid_171780
pid_105790;pid_105827	pid_105770	None	None	pid_106225
pid_3114;pid_71517	pid_3119;pid_71523	pid_71532	None	pid_71516
pid_40149;pid_49704	pid_171790	pid_171444	None	pid_171789
None	pid_13887	None	pid_36198	pid_036327
pid_26230	pid_26460	pid_26752;pid_26746	None	pid_26742
None	pid_9725	pid_85198	None	pid_85196
pid_106903;pid_107017	pid_107404	None	None	pid_167846
pid_94386	pid_94391	pid_93988	None	pid_94385
pid_50680	pid_85191	pid_85195	None	pid_85190
None	pid_65850	pid_90036	None	pid_090232
None	pid_135625	pid_100547	None	pid_169445
pid_90162	pid_39543	None	None	pid_90161
None	pid_27010	pid_100547	None	pid_169449
pid_113763	pid_113764	pid_113768	None	pid_113762
pid_12291	pid_24952	pid_9379;pid_9317	None	pid_113818
None	pid_28943	pid_9379	None	pid_086295
pid_107088;pid_60126	pid_107092	None	None	pid_107087
pid_105866;pid_105938;pid_106045	pid_106046	None	None	pid_106044
pid_84583	pid_165575;pid_165576	pid_9525	None	pid_165736
pid_34450	pid_27872	pid_27790	None	pid_34449
pid_170647;pid_170786	pid_170701	None	None	pid_170785
pid_20962	pid_20974	None	None	pid_20961
pid_18744	pid_18614	pid_86002	None	pid_85998
pid_60244;pid_99477	pid_99731	None	None	pid_99730
pid_68493	pid_68506	None	None	pid_68540
None	pid_169196	pid_100547	None	pid_169195
pid_49581	pid_4986	pid_68548	None	pid_68544
None	pid_28100	pid_104554	None	pid_0104879
pid_123856;pid_59660	pid_124002	None	None	pid_124001
pid_12552	pid_12191	pid_38526	None	pid_38708
pid_13890	pid_88326	pid_88466	None	pid_88462
pid_18865	pid_33538	pid_9379	None	pid_33537
pid_173900;pid_174444	pid_173930	None	None	pid_174443
pid_121025	pid_121046	pid_121082	None	pid_121078
pid_80923	pid_70789	pid_80737	None	pid_80922
pid_87980	pid_130824	pid_5323	None	pid_131110
pid_22322;pid_22931	pid_22304;pid_22934	None	None	pid_22930
pid_9522	pid_9525	pid_35720	None	pid_52720
pid_38653	pid_52726	pid_28446	None	pid_52725
pid_80683;pid_80738	pid_80737	None	None	pid_81092
pid_16709;pid_58820	pid_58832	None	None	pid_58819
None	pid_30843	pid_70058	None	pid_070196
pid_137127;pid_71413;pid_9054;pid_9145	pid_136987	None	None	pid_137126
pid_2258;pid_28423	pid_28424	pid_28349	None	pid_28422
pid_4928	pid_4936	pid_109833	None	pid_109829
pid_25011;pid_3114	pid_104508;pid_3119	pid_26924	None	pid_104507
pid_28508	pid_28511	pid_109791	None	pid_109824
pid_57763;pid_58096	pid_58097	None	None	pid_107318
pid_155187;pid_97784	pid_174240;pid_42087	pid_173959	None	pid_174239
pid_121434;pid_49609	pid_133728	None	None	pid_133727
pid_61746;pid_62379	pid_62054	None	None	pid_62378
pid_26656	pid_25011;pid_3125	pid_119113	None	pid_156695
pid_131987;pid_30522	pid_131965	None	None	pid_131986
pid_5094	pid_5098	pid_5105	None	pid_5093
pid_36382;pid_36522	pid_36524	pid_13871	None	pid_36521
None	pid_20401	pid_28540	None	pid_028626
pid_12552	pid_8633	None	pid_44628	pid_44777
None	pid_7945	pid_7375	None	pid_7944
pid_61692;pid_62111	pid_62114	None	None	pid_62110
None	pid_7435	pid_7375	pid_7827	pid_7940
None	pid_33013	pid_74504	pid_162113	pid_162175
pid_83650	pid_74623	None	None	pid_172512
None	pid_10409	pid_50647	None	pid_050784
None	pid_7555	pid_98924	None	pid_98922
pid_171444;pid_21928	pid_171529	None	None	pid_171819
pid_14061	pid_42051	pid_58642	None	pid_58735
pid_7485;pid_7496	pid_7499	None	None	pid_7495
None	pid_10424	pid_42806	None	pid_042805
pid_29125	pid_171804	pid_24893	None	pid_171815
None	pid_140019	pid_12350	None	pid_0140021
pid_5195	pid_125700	None	pid_148853	pid_149092
pid_36538	pid_86019	pid_85907	None	pid_86316
pid_149081;pid_18584	pid_149099	None	pid_62959	pid_149098
pid_14105	pid_13890	pid_42070	None	pid_88433
pid_142603	pid_142609	pid_141984;pid_90940	None	pid_142602
pid_145722;pid_24775	pid_145622	None	None	pid_145721
pid_103289;pid_103416	pid_103420	None	None	pid_103415
None	pid_73008	pid_72906	None	pid_73007
pid_89928;pid_89932	pid_89934	None	None	pid_89927
pid_24152;pid_24310	pid_24144;pid_24312	pid_24322	None	pid_24309
None	pid_74663	pid_82834	None	pid_82832
pid_20566	pid_21777	pid_21782	None	pid_21776
None	pid_27722	pid_24893	None	pid_0112448
None	pid_141777	pid_141382	None	pid_141776
pid_39575;pid_39823	pid_83565	None	None	pid_172545
pid_24487	pid_149430	pid_18744;pid_45544	None	pid_149540
pid_30522;pid_30985	pid_31251	pid_31264	None	pid_31259
pid_41511	pid_41388	pid_12062	None	pid_41510
pid_110778;pid_9145	pid_111052	None	None	pid_111051
pid_149549	pid_149176	pid_24180	None	pid_149548
pid_114575;pid_9725	pid_114188	None	None	pid_114574
pid_145277;pid_16602	pid_106887;pid_145385	None	None	pid_145384
pid_5172	pid_50618	None	pid_18584	pid_50617
pid_40815;pid_40937	pid_40938	None	None	pid_40936
pid_110901;pid_21797;pid_9649	pid_110791	pid_110778	None	pid_110900
None	pid_15760	pid_96511	None	pid_096637
pid_8548;pid_9317	pid_8545	pid_9379	None	pid_71981
None	pid_160151	pid_55286	None	pid_160150
pid_27010;pid_80210	pid_26270;pid_80215;pid_8546	None	pid_159758	pid_160157
pid_71828	pid_71990	None	None	pid_71989
pid_94153	pid_94172	pid_93988	None	pid_94171
None	pid_24623	pid_24626	None	pid_024625
pid_3464	pid_12411	pid_34928	None	pid_147391
None	pid_98753	pid_98324	None	pid_98752
pid_22484;pid_22493	pid_22494	None	None	pid_22483
pid_25011;pid_3114	pid_26656;pid_3119	pid_3385	None	pid_156557
pid_3464	pid_11799;pid_9379	pid_34890	None	pid_147398
pid_29189	pid_35379	pid_35212	None	pid_35378
None	pid_89335	pid_130816;pid_87980	None	pid_130968
None	pid_61511	pid_168304	None	pid_0168343
None	pid_61511	None	pid_45341	pid_0168342
pid_166673	pid_166674	pid_166680	None	pid_166672
None	pid_61511	pid_168345	None	pid_0168344
pid_167109	pid_167110	pid_14437	None	pid_167108
pid_3114;pid_36394	pid_3119;pid_36400	pid_35739;pid_36382	None	pid_36393
pid_3114;pid_9157	pid_3119;pid_31819	pid_160691	None	pid_160733
pid_13065;pid_134604;pid_53555	pid_134605	None	None	pid_134603
pid_93823;pid_94418	pid_94386	pid_28349	None	pid_94712
pid_50964	pid_50708;pid_50971	pid_50534	None	pid_50963
pid_29189	pid_35379	pid_33538	None	pid_131214
pid_8119	pid_175011	pid_910;pid_52354	None	pid_175010
pid_21554	pid_21750	pid_21561	None	pid_22152
None	pid_9822	pid_141604	None	pid_0141725
pid_143333;pid_143734	pid_143112	None	None	pid_143733
pid_22159	pid_21617	pid_21554	None	pid_22158
pid_8715	pid_8718	pid_8723	None	pid_8714
pid_120689;pid_12282;pid_143333;pid_143699	pid_143126;pid_143553	None	None	pid_143698
None	pid_42290	pid_45230	None	pid_45524
pid_154887;pid_154890;pid_154900;pid_154949;pid_155039;pid_155074	pid_154906;pid_154943;pid_155119	None	None	pid_155118
None	pid_84579	pid_84583	pid_85034	pid_85031
pid_134940	pid_134943	None	None	pid_134939
pid_55646;pid_55649;pid_55653	pid_55621	None	None	pid_55645
pid_3114;pid_33689	pid_3119;pid_33699;pid_33703	pid_102180	None	pid_102221
pid_20881	pid_20895	None	None	pid_20880
pid_80009	pid_80011	pid_26656;pid_3133	None	pid_80008
pid_122195	pid_143683	pid_143253	None	pid_143692
